8.063	3.5	2
11.688	3.5	2
15.3	3.5	1
18.899	3.5	2
22.511	3.5	1
26.109	3.5	2
29.708	3.5	2
33.319	3.5	2
51.925	3.5	1
55.524	3.5	0
59.149	3.5	1
62.774	3.5	1
66.386	3.5	1
69.998	3.5	1
73.61	3.5	0
77.222	3.5	1
95.827	3.5	2
99.439	3.5	2
103.051	3.5	1
106.663	3.5	2
110.275	3.5	1
113.887	3.5	2
117.485	3.5	2
121.097	3.5	2
139.703	3.5	1
143.315	3.5	1
146.927	3.5	2
150.552	3.5	1
154.164	3.5	2
157.776	3.5	1
161.388	3.5	1
164.986	3.5	1
